0, 49
1, 49
2, 49
3, 49
4, 49
5, 49
6, 49
7, 49
8, 49
9, 49
10, 49
11, 49
12, 49
13, 49
14, 49
15, 49
16, 49
17, 49
18, 49
19, 49
20, 49
21, 49
22, 49
23, 604
24, 42
25, 49
26, 49
27, 49
28, 49
29, 49
30, 49
31, 49
32, 49
33, 49
34, 49
35, 49
36, 49
37, 49
38, 49
39, 49
40, 49
41, 49
42, 49
43, 49
44, 49
45, 49
46, 49
47, 49
48, 533
49, 42
50, 49
51, 49
52, 49
53, 49
54, 49
55, 49
56, 49
57, 49
58, 49
59, 49
60, 49
61, 49
62, 49
63, 49
64, 49
65, 49
66, 49
67, 49
68, 49
69, 49
70, 49
71, 49
72, 49
73, 564
74, 42
75, 49
76, 49
77, 49
78, 49
79, 49
80, 49
81, 49
82, 49
83, 49
84, 49
85, 49
86, 49
87, 49
88, 49
89, 49
90, 49
91, 49
92, 49
93, 49
94, 49
95, 49
96, 49
97, 49
98, 571
99, 42
100, 49
101, 49
102, 49
103, 49
104, 49
105, 49
106, 49
107, 49
108, 49
109, 49
110, 49
111, 49
112, 49
113, 49
114, 49
115, 49
116, 49
117, 49
118, 49
119, 49
120, 49
121, 49
122, 49
123, 679
124, 41
125, 49
126, 49
127, 218
128, 48
129, 49
130, 49
131, 49
132, 49
133, 49
134, 49
135, 49
136, 49
137, 49
138, 49
139, 49
140, 49
141, 49
142, 49
143, 49
144, 49
145, 49
146, 49
147, 49
148, 402
149, 43
150, 49
151, 49
152, 49
153, 49
154, 49
155, 49
156, 49
157, 49
158, 49
159, 49
160, 49
161, 49
162, 49
163, 49
164, 49
165, 49
166, 49
167, 49
168, 49
169, 49
170, 49
171, 49
172, 49
173, 719
174, 42
175, 49
176, 49
177, 49
178, 49
179, 49
180, 49
181, 49
182, 49
183, 49
184, 49
185, 49
186, 49
187, 49
188, 49
189, 49
190, 49
191, 49
192, 49
193, 49
194, 49
195, 49
196, 49
197, 49
198, 629
199, 43
200, 49
201, 49
202, 49
203, 49
204, 49
205, 49
206, 49
207, 49
208, 49
209, 49
210, 49
211, 49
212, 49
213, 49
214, 49
215, 49
216, 49
217, 49
218, 49
219, 49
220, 49
221, 49
222, 49
223, 570
224, 43
225, 49
226, 49
227, 49
228, 49
229, 49
230, 49
231, 49
232, 49
233, 49
234, 49
235, 49
236, 49
237, 49
238, 49
239, 49
240, 49
241, 49
242, 49
243, 49
244, 49
245, 49
246, 49
247, 49
248, 553
249, 43
250, 49
251, 49
252, 49
253, 49
254, 49
255, 49
256, 49
257, 49
258, 49
259, 49
260, 49
261, 49
262, 49
263, 49
264, 49
265, 49
266, 49
267, 49
268, 49
269, 49
270, 49
271, 49
272, 49
273, 577
274, 42
275, 49
276, 49
277, 49
278, 49
279, 49
280, 49
281, 49
282, 49
