0 0 -1 999.0 280 0.094
1 0 -1 999.0 280 0.288
2 0 -1 999.0 280 0.547
3 0 -1 999.0 279 0.627
4 0 -1 999.0 279 0.318
5 0 -1 999.0 279 0.045
6 0 -1 999.0 279 0.357
7 0 -1 999.0 278 0.296
8 0 -1 999.0 278 0.022
9 0 -1 999.0 278 0.332
10 0 -1 999.0 278 0.655
11 0 -1 999.0 277 0.604
12 0 -1 999.0 277 0.302
13 0 -1 999.0 277 0.041
14 0 -1 999.0 277 0.35
15 0 -1 999.0 277 0.681
16 0 -1 999.0 276 0.445
17 0 -1 999.0 276 0.149
18 0 -1 999.0 276 0.161
19 0 -1 999.0 276 0.509
20 0 -1 999.0 275 0.267
21 0 -1 999.0 275 0.106
22 0 -1 999.0 275 0.456
23 0 -1 999.0 275 0.74
24 0 -1 999.0 274 0.462
25 0 -1 999.0 274 0.171
26 0 -1 999.0 274 0.176
27 0 -1 999.0 274 0.48
28 0 -1 999.0 273 0.707
29 0 -1 999.0 273 0.392
30 0 -1 999.0 273 0.026
31 0 -1 999.0 273 0.291
32 0 -1 999.0 273 0.586
33 0 -1 999.0 272 0.687
34 0 -1 999.0 272 0.345
35 0 -1 999.0 272 0.128
36 0 -1 999.0 272 0.376
37 0 -1 999.0 272 0.706
38 0 -1 999.0 271 0.55
39 0 -1 999.0 271 0.216
40 0 -1 999.0 271 0.188
41 0 -1 999.0 271 0.494
42 0 -1 999.0 270 0.764
43 0 -1 999.0 270 0.406
44 0 -1 999.0 270 0.109
45 0 -1 999.0 270 0.224
46 0 -1 999.0 269 0.428
47 0 -1 999.0 269 0.175
48 0 -1 999.0 269 0.243
49 0 -1 999.0 269 0.554
50 0 -1 999.0 268 0.676
51 0 -1 999.0 268 0.326
52 0 -1 999.0 268 0.024
53 0 -1 999.0 268 0.309
54 0 -1 999.0 268 0.623
55 0 -1 999.0 267 0.642
56 0 -1 999.0 267 0.303
57 0 -1 999.0 267 0.099
58 0 -1 999.0 267 0.316
59 0 -1 999.0 267 0.652
60 0 -1 999.0 266 0.633
61 0 -1 999.0 266 0.277
62 0 -1 999.0 266 0.104
63 0 -1 999.0 266 0.384
64 0 -1 999.0 265 0.281
65 0 -1 999.0 265 0.044
66 0 -1 999.0 265 0.383
67 0 -1 999.0 265 0.731
68 0 -1 999.0 264 0.506
69 0 -1 999.0 264 0.189
70 0 -1 999.0 264 0.231
71 0 -1 999.0 264 0.548
72 0 -1 999.0 263 0.791
73 0 -1 999.0 263 0.467
